,level_0,confidence,evaluation,id,lan,orientation,remarks,text,timespan,length,new_text,Lemma_text,Lemma_length
12,4,5,2,3,es,1,,"De alto perfil técnico, es un aporte a la temática.  Demasiado conciso, podría extenderse en el cómo (sobretodo desde el aporte fuzzy).",2010-07-05,135,alto perfil técnico aporte temática conciso extenderse sobretodo aporte fuzzy,alto perfil técnico aportar temática conciso extender él sobretodo aporte fuzzyir,81
13,5,4,-1,1,es,0,,"- Propuesta innovadora de aplicación de una metodología de ingeniería industrial, al campo de ingeniería de requisitos.  - No presenta unificación de términos a lo largo del documento, relacionado con la fase de ingeniería de requisitos: ‘educción’, ‘elicitación'... Debe utilizarse siempre el mismo término. - No se evidencia cómo se cuantifica las ‘mejoras’ graduales del proceso de educción, y la ‘mejoría’ en la calidad de la documentación.. cómo miden esa mejora?? - Hay errores de redacción y ortográficos, particularmente en el uso del acento (tildes) y de signos de puntuación (uso de la coma y punto y coma).  El artículo propone la utilización de una filosofía de trabajo de otra área de ingeniería, para mejorar los niveles de calidad de los documentos de requisitos generados en un proceso de educción de requisitos.  Considero que desde el punto de vista técnico sería importante que sustentaran el análisis de resultados que plantean en una medición o comparación cuantificada, que permita por medio de un método más formal que el descriptivo generar las conclusiones de 'mejora' en la calidad de los productos asociados al proceso de ingeniería de requisitos.  No se evidencia cómo llegan a las conclusiones generadas, en qué se basan para decir que es mejor o no, en que tiene menos errores o no ??  Es una propuesta interesante que puede ser aplicado en casos reales de procesos de ingeniería de requisitos. Actualmente aporta a disminuir la crisis asociada a esta fase de desarrollo de productos software.  La organización del documento se puede mejorar considerablemente. Considero que dedican gran parte del artículo a expresar el marco conceptual asociado, y menos a la aplicación de la técnica en el caso de estudio y al análisis de resultados, apartados en los que se puede sustentar más la propuesta presentada. Así mismo, hay errores ortográficos y de redacción que, si se evitan, pueden darle mayor valor a la presentación del artículo.",2010-07-05,1962,propuesta innovadora aplicación metodología ingeniería industrial campo ingeniería requisitos presenta unificación términos documento relacionado fase ingeniería requisitos ‘educción’ ‘elicitación utilizarse término evidencia cuantifica ‘mejoras’ graduales proceso educción y ‘mejoría’ calidad documentación miden mejora errores redacción y ortográficos particularmente acento tildes y signos puntuación coma y punto y coma artículo propone utilización filosofía área ingeniería mejorar niveles calidad documentos requisitos generados proceso educción requisitos considero punto vista técnico importante sustentaran análisis resultados plantean medición comparación cuantificada permita método formal descriptivo generar conclusiones mejora calidad productos asociados proceso ingeniería requisitos evidencia llegan conclusiones generadas basan errores propuesta interesante aplicado casos reales procesos ingeniería requisitos aporta disminuir crisis asociada fase desarrollo productos software organización documento mejorar considerablemente considero dedican artículo expresar marco conceptual asociado y aplicación técnica caso estudio y análisis resultados apartados sustentar propuesta presentada errores ortográficos y redacción evitan darle presentación artículo,propuesta innovadoro aplicación metodologío ingeniería industrial campo ingenieer requisito presentar unificación término documento relacionado fase ingeniería requisito ‘ educción ’ ‘ elicitación utilizar él término evidenciar cuantificar ‘ mejora ’ gradual proceso educción y ‘ mejoría ’ calidad documentación medir mejora error redacción y ortográfico particularmente acento tilde y signo puntuación como y punto y coma artículo proponer utilización filosofía área ingenieer mejorar nivel calidad documento requisito generado proceso educción requisito considerar punto visto técnico importante sustentar análisi resultado plantear medición comparación cuantificado permitir método formal descriptivo generar conclusión mejorar calidad producto asociado proceso ingenieer requisito evidenciar llegar conclusión generado basar error propuesto interesante aplicado caso real proceso ingeniería requisito aportar disminuir crisis asociado fase desarrollo producto software organización documento mejorar considerablemente considero dedicar artículo expresar marco conceptual asociado y aplicación técnico caso estudio y análisi resultado apartado sustentar propuesta presentado error ortográfico y redacción evitar dar él presentación artículo,1243
14,5,4,-2,2,es,-1,,"Trata de aplicar una nueva estrategia a la gestión de requerimientos  No se respalda ni considera la aplicabilidad de técnicas propias de procesos de manufactura a procesos de software. Si bien es cierto hay autores como Demming que plantean que es posible hacerlo, existen otros autores como Sommerville que plantean que por las características propias del desarrollo de software, las técnicas de procesos de manufactura no son aplicables al software. Los autores de este artículo no entregan respaldo en relación a la validez de este aspecto. El artículo comienza planteando que la propuesta es para mejorar la educción de requerimientos, sin embargo, luego se deriva en que lo que se mejora es la generación de la SRS. La educción y la generación del documento de requerimientos son aspectos distintos. En el caso de experimentación que se presenta, no se ve por ninguna parte que se solucionen problemas ni en la educción, ni en la generación de la SRS, son más bien problemas de la implementación. Los errores detectados son aspectos básicos que cualquier programador con un mínimo de experiencia sabe cómo solucionarlos, sin necesidad que en la SRS se explicite el tipo de validaciones mínimas que se debe realizar como parte de las pruebas del sistema. La propuesta carece de guías prácticas que ayuden en su aplicación ¿cómo se deben realizar estas revisiones POKA-YOKE? ¿En qué aspectos hay que fijarse? ¿Existen artefactos que guíen la revisión? Hay errores de edición en el texto (palabras repetidas) Existen problemas de ortografía (acentuación de palabras)",2010-07-05,1569,aplicar estrategia gestión requerimientos respalda aplicabilidad técnicas procesos manufactura procesos software autores demming plantean autores sommerville plantean características desarrollo software técnicas procesos manufactura aplicables software autores artículo entregan respaldo relación validez aspecto artículo comienza planteando propuesta mejorar educción requerimientos deriva mejora generación srs educción y generación documento requerimientos aspectos distintos caso experimentación presenta ve solucionen problemas educción generación srs problemas implementación errores detectados aspectos básicos programador mínimo experiencia solucionarlos necesidad srs explicite tipo validaciones mínimas pruebas sistema propuesta carece guías prácticas ayuden aplicación revisiones pokayoke aspectos fijarse artefactos guíen revisión errores edición texto palabras repetidas problemas ortografía acentuación palabras,aplicar estrategia gestión requerimiento respaldar aplicabilidad técnico proceso manufacturar proceso software autor demming plantear autor sommerville plantear característica desarrollo software técnico proceso manufacturar aplicable softwarar autor artículo entregar respaldo relación validez aspecto artículo comenzar plantear propuesta mejorar educción requerimiento derivo mejorar generación srs educción y generación documento requerimiento aspecto distinto caso experimentación presentar ver solucionar problema educción generación srs problema implementación error detectado aspecto básico programador mínimo experiencia solucionarlo necesidad srs explicitar tipo validación mínimo prueba sistema propuesta carecer guía práctico ayudir aplicación revisión pokayoke aspecto fijar él artefacto gueir revisión error edición texto palabra repetido problema ortografío acentuación palabra,891
15,5,4,1,3,es,-1,,"Buena práctica para garantizar calidad en la educción de requisitos  - El resumen está mal redactado, no debería haber explicaciones teóricas - La traducción del resumen es pésima - El artículo no está escrito en tercera persona - La Sección POKA YOKE debería ir antes de la sección VARIABILIDAD DE LOS REQUISITOS Y COSTO DE CALIDAD. - Hay varios errores de ortografía",2010-07-05,368,práctica garantizar calidad educción requisitos resumen redactado debería explicaciones teóricas traducción resumen pésima artículo escrito persona sección poka yoke debería sección variabilidad requisitos y costo calidad errores ortografía,práctico garantizar calidad educción requisito resumar redactado deber explicación teórico traducción resumir pésimo artículo escrito persón sección pokar yoke deber sección variabilidad requisito y costo calidad error ortografío,229
16,6,5,-2,1,es,-1,"Considero que un artículo de seis investigadores puede contener aspectos más claros de investigación. A esta altura de los acontecimientos creo que ya ha sido mostrado que una lectura inteligente de métodos y técnicas de mejora de procesos permite su entendimiento. Por lo tanto, considero que el artículo debería ser más concreto en la presentación de éstos y desarrollar más trabajo en la propuesta que realizan de forma especial.","El artículo detalla una propuesta de gestión de requisitos basada en KAIZEN. Los autores describen diferentes métodos y técnicas para complementar Kaizen  Entiendo que el principal aporte de este trabajo es, según los autores, complementar y mejorar Kaizen para elicitación y gestión de requisitos. Sin embargo, los autores del artículo presentan únicamente una construcción teórica de su propuesta.  Entiendo que al artículo le falta trabajo por desarrollar, con el fin de validar la propuesta. Sin embargo al ser un artículo que desarrollan seis investigadores, considero que debe incluir aspectos más aplicativos de la propuesta.",2010-07-05,632,artículo detalla propuesta gestión requisitos basada kaizen autores describen métodos y técnicas complementar kaizen entiendo principal aporte autores complementar y mejorar kaizen elicitación y gestión requisitos autores artículo presentan únicamente construcción teórica propuesta entiendo artículo falta desarrollar validar propuesta artículo desarrollan investigadores considero incluir aspectos aplicativos propuesta,artículo detallar propuesta gestión requisito basado kaizen autor describir método y técnico complementar kaizen entender principal aportar autor complementar y mejorar kaizen elicitación y gestión requisito autor artículo presentar únicamente construcción teórico propuesta entender artículo faltar desarrollar validar propuesta artículo desarrollar investigador considerar incluir aspecto aplicativo propuesto,411
17,6,4,2,2,es,0,,"Interesante trabajo.  si bien el documento muestra una propuesta, sería interesante mostrar aplicaciones.",2010-07-05,105,interesante documento muestra propuesta interesante mostrar aplicaciones,interesante documento mostrar propuesta interesante mostrar aplicación,70
21,8,5,2,1,es,1,,"Este paper presenta una herramienta (SAVE) para la verificación de arquitectura de software. SAVE realiza un chequeo estático de reglas asociadas a dependencias permitidas y prohibidas entre elementos del diseño y del código, y permite entregar un reporte sobre la consistencia entre ambos niveles respecto a dichas reglas.  En general la herramienta parece bastante poderosa por dos motivos: el uso de reglas sencillas y la inclusión de sets de reglas pre-definidas para patrones de diseño de amplia utilización. Esto, a mi juicio, es la diferencia más importante con otros frameworks similares.  La redacción es, en algunos lugares, poco objetiva. En particular sugeriría evitar el uso excesivo de adjetivos para los cuales no se provee de evidencia que los soporte. Por ejemplo, en varios lugares noté el uso de ""poderosa herramienta"", ""herramienta intuitiva"" o similares (no solamente referidos a SAVE, sino a otros trabajos). En todos esos casos, no se provee en forma explícita una evidencia que soporte el uso de dichos adjetivos.  Otro detalle que requiere arreglo es el título que aparece en el archivo PDF: ""Predicción de la dinámica del comportamiento..."", el cual no coincide con el título del paper. Probablemente los autores utilizaron una plantilla de un paper anterior con dicho título.",2010-07-05,1302,paper presenta herramienta save verificación arquitectura software save realiza chequeo estático reglas asociadas dependencias permitidas y prohibidas elementos diseño y código y permite entregar reporte consistencia niveles dichas reglas herramienta poderosa motivos reglas sencillas y inclusión sets reglas predefinidas patrones diseño amplia utilización juicio diferencia importante frameworks similares redacción lugares objetiva particular sugeriría evitar excesivo adjetivos provee evidencia soporte lugares noté poderosa herramienta herramienta intuitiva similares referidos save trabajos casos provee forma explícita evidencia soporte dichos adjetivos detalle requiere arreglo título aparece archivo pdf predicción dinámica comportamiento coincide título paper probablemente autores utilizaron plantilla paper título,paper presentar herramienta save verificación arquitecturo software save realizar chequeo estático regla asociado dependencia permitido y prohibido elemento diseño y código y permitir entregar reporte consistencia nivele dicho regla herramiento poderoso motivo regla sencillo y inclusión set regla predefinida patrón diseño amplio utilización juicio diferenciar importante frameworks similar redacción lugar objetivo particular sugerir evitar excesivo adjetivo provee evidenciar soportar lugar noté poderoso herramienta herramienta intuitiva similar referido save trabajo caso provee forma explícito evidenciar soportir dicho adjetivo detalle requerir arreglo título aparecer archivo pdf predicción dinámico comportamiento coincidir título paper probablemente autor utilizar plantilla paper título,797
22,8,4,1,2,es,0,,"La verificación de la arquitectura de un producto software puede ser una gran contribución a la calidad del mismo, por lo cual, cualquier herramienta que facilite esta labor es un aporte a la ingeniería de software. Presentan evidencias de una revisión previa de métodos y herramientas alternativas o complementarias a la propuesta. Las descripciones presentadas se acompañan de ejemplos aclaratorios.  No queda claro el rol e interacción del experto del dominio. En las secciones iniciales dice que la herramienta realiza análisis estático y dinámico, sin embargo al final del artículo, en la identificación de posibles mejoras de SAVE se propone incluir el análisis dinámico, lo que se contradice con la afirmación inicial. La descripción del funcionamiento de la herramienta no está lo suficientemente claro. La calidad de la figuras no es adecuada, por el tamaño y resolución de las mismas no es posible apreciar bien los detalles. La redacción de artículo puede ser mejorada. Hay varias frases en donde faltan conectores, por ejemplo ""En el presente apartado, veremos S.A.V.E. logra recuperar las dependencias existentes en el código fuente...."" Muchos errores en la acentuación de las palabras.",2010-07-05,1200,verificación arquitectura producto software contribución calidad herramienta facilite labor aporte ingeniería software presentan evidencias revisión previa métodos y herramientas alternativas complementarias propuesta descripciones presentadas acompañan ejemplos aclaratorios queda rol e interacción experto dominio secciones iniciales herramienta realiza análisis estático y dinámico artículo identificación posibles mejoras save propone incluir análisis dinámico contradice afirmación inicial descripción funcionamiento herramienta suficientemente calidad figuras adecuada tamaño y resolución apreciar detalles redacción artículo mejorada frases faltan conectores presente apartado veremos save logra recuperar dependencias existentes código fuente errores acentuación palabras,verificación arquitectura producto software contribución calidad herramiento facilitar labor aporte ingeniería software presentar evidencia revisión previo método y herramienta alternativo complementario propuesto descripción presentado acompañar ejemplo aclaratorio quedar rol e interacción experto dominio sección inicial herramiento realizar análisis estático y dinámico artículo identificación posible mejora save proponer incluir análisis dinámico contradice afirmación inicial descripción funcionamiento herramientar suficientemente calidad figura adecuado tamaño y resolución apreciar detalle redacción artículo mejorado frase faltar conector presente apartado ver save lograr recuperar dependencia existente código fuente error acentuación palabra,755
23,9,3,2,1,es,1,,"Novedosa propuesta, muy valorable la vinculación de personas del ámbito empresarial lo que permite que la teoría y propuestas para ingeniería de software puedan ser probadas en ambientes reales. Bien estructurado y muy bien redactado.  Solo sugiero esquematizar las actividadesde aplicación de entrenamiento White Belt IR - SixSigma y revisar pequeños detalles de redacción.",2010-07-05,374,novedosa propuesta valorable vinculación personas ámbito empresarial permite teoría y propuestas ingeniería software puedan probadas ambientes reales estructurado y redactado sugiero esquematizar actividadesde aplicación entrenamiento white belt sixsigma y revisar pequeños detalles redacción,novedoso propuesta valorable vinculación persona ámbito empresarial permitir teoría y propuesta ingenieer software poder probada ambient real estructurado y redactado sugiero esquematizar actividadesde aplicación entrenamiento white belt sixsigma y revisar pequeño detalle redacción,282
24,9,4,2,2,es,0,,Buena práctica para mejor la calidad en la ingeniería de requisitos  - En el resumen no debería haber teoría - Debería haber un caso de estudio para ver mejor la aplicación de la metodología,2010-07-05,190,práctica calidad ingeniería requisitos resumen debería teoría debería caso estudio aplicación metodología,práctico calidad ingeniería requisito resumen deber teoría deber caso estudio aplicación metodologío,100
