,level_0,evaluation,orientation,Lemma_clean_eng_text,length,Vader_Compound,Vader_sentiment,Vader_score,TextBlob_polarity,TextBlob_subjectivity,TextBlob_sentiment,TextBlob_score
320,132,0,0,paper easy read well written line work infonor however clear theory relevance applies brief area article opinion important possible give certain opinion work suggested expand section regard aspect determine relevance used mixed determine whether news relevant tool elaborated interesting well element used development,317,0.9393,very positive,2,0.2275132275132275,0.6412698412698412,positive,1
321,133,-2,-2,article present application business sector oriented retail trade commercial company caracol cuba subject work primarily oriented present comment infocom application eventually work company however term theoretical methodological analysis discussion result article present multiple shortcoming detailed introduction article general highlight relevance application built company particular detail innovative proposal information system better term development characteristic distinguish currently exists market author clearly state motivation led develop new solution problem posed research objective defined article mentioned one expose adaptable commercial information system retail business general want present application built specified expected article methodology used innovative term development discipline information system one main limitation article state art literature review almost nonexistent relation theory support development application mentioned main author topic development platform nature theoretical framework established article term design implementation application proposal discussed term possible say theoretical reference term analysis design implementation difficulty make assessment developed based general opinion concept information system methodology investigation another important lack article article move importance application description possible without establishing clear accepted methodology development implementation neither design tool analysis result obtained use complicates assessment work research question answer way ass whether author expectation met whether result obtained valid author article present describe research design used allow evaluation validity article development item defined detail characteristic company study developed clearly specified part system commercially acquired developed internally connection existing platform achieved neither process model data associated construct set author limited explaining functionality tool used company possible know result implemented compare highlighted relevant implementation although tool simple point view design architecture would expect description present process model using adhoc tool least description design stage result obtained general mentioned something achieved percentage improvement management possible draw valid conclusion conclusion article weak term result obtained design implementation application contribution study discipline information system believe article requires major change definition objective methodology used analysis design platform worked therefore suggest opportunity rejection conference,2642,0.8482,positive,1,0.0676948051948052,0.38718062982768864,positive,1
322,133,-2,-1,article present commercial information system adaptable retail business facilitating data consolidation work completing automation import distribution provisioning process despite good presentation language job present result investigation rather summary development mediumcomplexity system also doesnt expose lesson learned practice could bring developer conclusion novelty contribution science limited condition believe cannot accepted research track,452,-0.5684,negative,-1,0.12571428571428572,0.14857142857142858,positive,1
323,134,2,1,work part area business architecture proposes interesting model automation business rule improve flexibility information system applied financial institution proposed model oriented decouple business logic business rule problem addressed article adequately supported difficulty mentioned field software project financial world author could delve little deeper experience project development area relevance business rule development efficient information system company objective stated author propose methodology allow flexibility operation information system financial institution general explicitly stated appropriate manner literature review relevant topic addressed theory model considered appropriate objective proposed analysis associated concept business rule system architecture tied theme author specify relationship process modeling design characterization business rule established mentioned use decision point table mentioned detail visually author better support choice pipe filter model system architecture would important also highlight similar work exist field since author mention methodological aspect work focus describing process definition software architecture reached automate business rule tool used development methodological approach appropriate clearly associated case study application important contribution aspect detailed description process lifting rule design development proposed application architecture author make summary table process represented summary form clear result work desired validity based use model tool already validated field design business platform based rule contribution work important systematizes process wide use development information system flexible adaptable changing environment however contribution clearly reflected conclusion author suggested improve conclusion including significant contribution methodological term contribution discipline article framed formal aspect work satisfactory congress minor detail grammar first paragraph introduction missing letter u suggested accept article minor modification,2074,0.9903,very positive,2,0.1800287356321839,0.42385057471264365,positive,1
324,134,-2,-1,article titled software architecture automation business rule reception credit request financial entity summary indicates job aim propose business rule automation model manages decouple business logic however document model referenced methodology presented section name clear methodology allows generate business rule automation model article missing logical sequence paragraph account explicit proposal cited summary system architecture section architecture system presented aspect architecture explained however also possible identify business rule automation model section bearing mind article lack strong job improve presentation article allows u understand proposal made suggest rejecting observation found improve work although methodology used explained detail phase none refers result achieved implementation case work exposed say applied environment financial institution system architecture section figure figure presented explained contextualized within document creates confusion section identify application methodology set previous section relation generated architecture clearly stated architecture achieved based methodology selected explained methodology section introduction clear proposal submitted work paragraph structured definition objective included work proposal solution taking account title work drafting error corrected howin summary proposed introduction main challenge software engineering generate page one term meaning business must understood shared repeated twice page word valid accent last paragraph accent word end page title divided widow suggested improve wording paragraph architectural vulnerability software system observed provision service service provided respect library figure mentioned text following figure indicated constitutes problem form editing article figure text must quoted corresponding number title figure figure understood text small business process model referred preceding paragraph identified last paragraph page understood spoken first person wording corrected methodology section reference made project described would useful explain project referred paragraph type methodology referred clear dealt research methodology architecture development methodology,2222,0.9648,very positive,2,0.062280701754385964,0.2701754385964912,positive,1
325,135,-1,0,throughout article role test automation within software testing generally assurance framework exaggerated maturity model software test necessarily includes aspect automation automated case always coexist manual case evaluation performed people treaty article automation general concept encompass generation execution evaluation example mutation coverage criterion validation oracle problem although motivation clearly expressed introduction reference needed substantiate claim made role test impact automation say automation allows testing faster lower cost simplistic depends context cost generating automatic test case estimate future evaluation software expiration test case along factor must taken account cost model determine convenience automating test section dedicated software test performs general definition traverse history test mainframe research paper suggest making specific definition related focus study experimental study test technique automation testing cost maturity model would appropriate put development maturity model presenting related work process obtaining proposal maturity model testing described development model must linked existing maturity model eg testing maturity model establish connection accepted literature testing standard eg iso general software process model search string used explicit model found cataloged maturity model included model clearly general model focus problem test automation least discus difference attribute used table iii explained way obtain maturity level result level published opinion mean concept ambiguous description research process reinforced key obtaining adolescent level result,1651,0.743,positive,1,-0.03486842105263157,0.4958333333333334,negative,-1
326,135,-2,-1,work titled current maturity software testing automation development paper show series paragraph account work done term literature review approach proposal restructure scale particular maturity level test automation process however work lack logical structure determine whether main contribution objective literature review proposal new level maturity testing process recommended thorough review information presented possibly restructure presented document report review divided section order provide suggestion improving work section systematic review important author review fact use systematic review method yet published several method published tested recognized software engineering justify selection method proposed serna identified number work essential explain validation made regarding peer review article since clear access peer review published article accessed order validate way validation process carried based information taking account amount revision would done item found test automation work proposed model reported ass maturity software testing automation process model described article limited presenting reference scale associated maturity human therefore essential article indicates several aspect consider structuring definition model within important aspect consider scientific formal justification author work based propose maturity model selection maturity level human point comparison possible level maturity process test automation formal justification use cmmi model maturity level structure proposed evaluate process test automation considering maturity model defines appropriate maturity scale evaluating process software engineering necessary rethink level maturity process test automation propose new scale based maturity human research level level maturity characterized term test automation although article level characterized indicating possible characteristic test automation process present indicated characterization determined show related formal scientific justification related work work present systematic review possible identify work related area study case automation test level maturity automation test however author present systematic review apart related work section seems study selected related work part analysis result systematic review addition systematic review allows determine gap niche research research opportunity determine work area concrete problem propose possible solution problem case article present systematic review additional subsequent work proposal maturity level test automation process likewise author show selection related work understood related automation test however first michael grottke indicate precisely focus topic dealt work present statistical proposal automation test therefore would enter related work maturity software test automation development perform comparison test automation process maturity level author present table indicates first column traditional stage test process located necessary indicate methodology stage selected traditional reference justification selection stage section clear explanation determination maturity level stage essential described research analysis carried result definition level maturity stage test process found table enough explanation analysis report result point sought propose new scale maturity test process test automation convenient validate proposed scale case study work although author show table seem determine level maturity sore possible understand context process test automation evaluated least contextualized case indicated region time type project company methodology used evaluate process test automation basis justifying given context process test automation x level maturity proposed scale also argued criterion used allocate level maturity taken account,3808,0.8316,positive,1,0.05748757415424082,0.43098444765111427,positive,1
327,136,1,0,author present approach solving project scheduling problem limited resource rcpsp artificial bee colony abc algorithm idea seems relevant problem faced however important make following improvement documentclearly establishing abc application rcpsp something done add comparative analysis proposed solution similar one link httpwwwomdbwitumdepsplibdatasmhtml broken replace link table clear makespan duration canonical schedule problem duration theoretical schedule optimal duration schedule best algorithm problem duration obtained abcrcpsp algorithm explain accuratelyit would advisable brief quantitative description algorithm performance term time v problem size,665,0.0772,positive,1,0.06904761904761907,0.421626984126984,positive,1
328,136,2,1,work presented infonorchile meet following expectation performs successful bibliographic discussion incorporates hybrid search hybrid algorithm result obtained scheduling restriction using algorithm limited resource show encouraging result,239,0.6369,positive,1,0.2261904761904762,0.3976190476190476,positive,1
329,137,-2,-1,paper present proposal quality model internet banking software work present several weaknessesthe objective work clearly specified described differently several section research methodology clear constituent element proposal dromey iso mosca motivation selected described bias selection model described use researchaction methodology described phenomenon studied consolidate model described theoretical framework section also appear biased source gave rise selection reference described minor commentsthe translation abstract english reviewed software quality bibliographic come textbook updated scope towards quality tribute time introduced part methodological framework exposed conclusion cant guiding research towards owasp construct oriented towards safety attribute therefore conclusion sense established quality system internet banking consider security mandatory point addition functionality result design research cannot extracted work reference,953,0.8555,positive,1,0.015000000000000003,0.11666666666666665,positive,1
330,137,-1,0,article take tour quality definition software quality quality model model first dealt preliminary section others theoretical analysis suggest reorganizing presentation concept opinion concept quality model conceptual model equivalent although dealt jointly introduction second section several model presented relation clearly established criterion take account line research multiple proposal software quality model webspecific model hand owasp guide relevant web application security quality model suggest setting theoretical analysis includes basic definition quality description justification model considered hand specific quality conceptsattributesmodels could added context banking system opinion devoting much space defining concept electronic banking internet banking mobile banking necessary current state art public knowledge concept suggest focusing research objective particular work description desmet methodological framework researchaction methodology brief necessary establish objective investigation conceptual model obtained main result work readable notation used suggest also placing extended information annex article web also explained model validated reliable used define ontology used later work,1219,0.9382,very positive,2,0.061111111111111116,0.28253968253968254,positive,1
331,138,1,0,author propose analysis data crispdm methodology development used author make use weka tool algorithm tool implemented perhaps would better think algorithm type data analyzed mechanism expert mark shape eddy image processed,223,0.4404,positive,1,0.5,0.5,positive,1
332,138,0,-1,article expose development pattern recognition case study identify ocean swirl satellite imagery article well written structured presentation follows logical sequence development state art method mentioned detection eddy except case neural network quantitative result obtained method mentioned therefore possible establish comparison obtained performance versus method referenced state art understanding exploration part data weak,430,-0.128,negative,-1,-0.041666666666666664,0.625,negative,-1
333,139,-2,-2,article make reflection current state possible projection formal method software development although idea reflection interesting potential article short two key aspect many assertion made document bibliographic citation support detach logical deduction previous premise significantly detracts validity argument presented assertion presented document interpreted author want present fact widely known problem area formal method short article provide assertion sufficient evidence solid argumentative line provide original assertion reason consider article suitable publication,576,0.2263,positive,1,0.14270833333333333,0.5182291666666666,positive,1
334,139,0,-1,according call infonorchile accepts report research paper topic interest computing information technology application article present reflection point view author case supported bibliographic citation challenge form formal method field engineering software however offer supported contribution type validation opinion author opportunity challenge area even bibliographic review offer evidence used formal process eg systematic review support proposed reflection seems work disclosure interesting report research limited,519,0.9413,very positive,2,0.14285714285714288,0.21428571428571427,positive,1
335,140,-2,-1,recommended improve editorial aspect ascorrect careful writing abstract english figure unreadable partially covered table justification need rewritten purpose work clear table cut must single page table table text justified figure cut background problemsthe theory domain extensive contribute problematic proposal work application serious usability problem including contrast text application background recommended study little technology used application development described seems html type application development native evaluation use user expected conclusion refer construction result obtained using application,618,0.3182,positive,1,-0.03922619047619047,0.46976190476190477,negative,-1
336,140,-1,-1,article mainly present mobile application little researchindicates work thesislack summary spanish keywordsfigures go color according formatput name appropriate table put accent mean lossadjust text marginslegends like appear without blank space,245,0.3612,positive,1,0.0,0.28125,positive,1
337,141,-2,-2,following problem presentedfigure text figure readable also deformed figure represent problem exposed work referenced spelling use nfc technology use technology nfc missing point part spelling application com relation use must application relation table incorrect title table cut final letter size change table formed text throughout text reference statement difficult intervene nfc communication stage transaction process must listed table poorly numbered page numbered description indicator section contribute proposed work background problemsit present formal solution payment via nfc technology although focal point work graphical interface presented defined accordance graphical rule mobile application conclusion shed light problem raised developed work clear problematic issue include detailed analysis already implemented technology ubertaxi etc,853,-0.9799,very negative,-2,-0.010000000000000009,0.4883333333333333,negative,-1
338,141,0,-2,paper reflects work team mastery technology needed achieve objective however well written lack support previous work application well described also recommended take care wording concretize idea take care structure document addition thorough review recommended seeking synthesis delving detail proposed software describe also recommended apply methodology describe describe validation described tool example generate test case describe validation,446,0.9246,very positive,2,-0.08333333333333333,0.13333333333333333,negative,-1
339,142,-1,-1,work show work developed construction web application oriented mobile interface tablet description developed work detailed leaf many doubt implementation background problem encounteredthe rup bpm methodology described however reason contribution associated work beyond figure shown detailed use gps pet registrationtracking mentioned technical detail proposed solution provided make doubtful proposal analysis quality humancomputer interface performed least include usability survey use php mysql language mentioned database however detail given implementation used pattern sql orm etc show evidence application implementation class diagram database diagram contract pattern used dao active record etc problem identified jobthe screen capture clear lose lot space using frame interface tablet figure text unreadable figure refers google map application association application clear,882,-0.4215,negative,-1,0.04242424242424243,0.48787878787878775,positive,1
340,142,-1,-1,work present possible solution real problem interesting proposal veterinary so work important element taken account development mobile application although part text presented web development work promise development application article show greater profitability better organizational management could achieved veterinary so clear contribution implementation system figure process diagram level application must improved blurred figure show description solution information accompanied information take account process detail need identify store manage data information stored bd xml file missing small description system architecture quality figure good text blurred article focus contribution result application type development many development technology technique mentioned evident development veterinary so,813,0.9668,very positive,2,0.24615384615384617,0.46025641025641034,positive,1
341,143,-2,-2,article present development mobile application include research element associated development simply focus application rup process development text article used definition assertion made example rup focused diagram use case risk management management architecture referenced cremiles guess textual copy part indicated indepth analysis solution strategy presented logic behind mobile app problem noted wording text example goal ensure production high quality high quality software structure article deficiency figure provide information work done necessary figure well distinguished also taken larman uml book reference text appear conclusion work extremely basic,663,0.5859,positive,1,-0.01142857142857143,0.4660204081632653,negative,-1
342,143,1,-1,good application us development resource available mobile technology value clear presentation explanation tool use instant still development phase already quite exploited service example could assist user finding optimal route reach parking lot feasible one already tool serve provide service novel apparently use mobile technology io android operating system must correct following page summary usa paper describe job define mnemonic example gps page introduction reference figure explain page previous work analyze specialized literature make comparative table application part comparative analysis application existing one page format reference ingeniare allowed confer et al equivalent page reference figure referenced text page figure without reference figure referenced either,782,0.818,positive,1,0.1547619047619048,0.38095238095238093,positive,1
343,144,-2,0,comment article way • problem use initial capital • disconformity would better inconformity • spelling problem word missing example implantara left word criterion much presentation type error taking account word processor spelling checker • article spanish always written third person • problem reference system background • figure contribute understanding problem solution please insert figure allow better understanding need • order present information confusing first theory preliminary work section dealt order necessary background understand construction new application necessary • introduction always last paragraph must account structure article missing reader overview paper • section theory section mention definition crm apparently offer solution application type generates confusion reading also seems mixing definition section compare application favor understanding article • indicate application compared clear criterion used selection reviewed term specialized literature • quality figure suitable publication • figure explanatory label different position figure also quality problem • way show proposed solution confusing worth reorganizing entire section first explain process proposed development subsequently result obtained • taking account objective article model section indicator used extension robs space important aspect deal like example usefulness application mobile data location seller • title work suffer content emphasis placed mobile component apparently greatest goodness app • statistic section connect rest content explanatory legend used achieve connection,1593,0.5719,positive,1,0.1155844155844156,0.3659361471861472,positive,1
344,144,-2,-1,article deal simple job developing application generate management indicator company present contribution scientific point view problem adjusting requested format present many misspelling punctuation writing error title line content describe anything mobile platform bibliography vague case simple web address addition conform format,333,-0.7003,negative,-1,0.0,0.28571428571428575,positive,1
345,145,-2,0,summary work presentsoffers mobile web application allows geolocalization device create crime map city lima peru general assessment document follow structure scientific article appear follow format infonor either addition work presented seems like engineering work scientific one although mobile web application might interesting mentioned offer url com test presented application section discus related work concept middle section part proposal described addition work defines almost column crime using extensive citation discussion section experiment result described experiment result latter described discussed facetsscreens application shown also justifies use android via long quote minor detailsthe abstract english upgradeable starting removing first word paper abstract could written spanish format document follow infonor standard especially marginsin part document observe word thesis article part text word ponence observed figure contribute almost anything document title observed necessary section us excessive quote section talk type crime subtitle section say analysisthe title section clash text left columntable mention application evaluated,1159,-0.6022,negative,-1,0.026470588235294114,0.3392156862745099,positive,1
346,145,-2,-1,article present development mobile application make complaint warn criminal act create map crime article requires better writing improving technical structure article research example present summary spanish software application contribution research limited suggest running track business application workshop,310,-0.5574,negative,-1,-0.03392857142857142,0.18660714285714286,negative,-1
347,146,2,1,article present proposal inconsistency repair data warehouse using restriction semantic sense priority safe restriction proposed addition using previously defined heuristic repairing dimension hierarchy inconsistent reclassification computation rrepairs example used explain proposal clear article well written,310,0.5267,positive,1,0.10833333333333335,0.26249999999999996,positive,1
348,146,-1,-1,difficult job catalog present theme usually associated deductive database repair must rule restriction integrity violated adapted theme inconsistency produced new fact dw fit correctly dimension normally dealt area using slowly changing dimension scd something strangely named article still assuming problem really exists applicability presented superficially eventually end informal proposal rigorously described algorithm think proposal still early stage whose problem cannot convinced,487,-0.9034,very negative,-2,-0.011363636363636362,0.38045454545454543,negative,-1
349,147,2,1,review wording document several place say basis must based necessary reference source figure page subtitle complete smart agent page tilde consider page indicate fuzzy logic degree truth based approach really degree belonging conclusion international work interesting consider could condensed information first page perhaps using table summarizing consideration search,368,0.7717,positive,1,0.15803571428571428,0.38452380952380955,positive,1
350,147,2,1,author made exhaustive study publication related application ia algorithm supply chain regarding scorm level affected last year trend future forecast use would highly recommend use color better graphic understanding mention name author book begin reference miss comparison table efficiency advantage disadvantage us ai algorithm used,333,0.5709,positive,1,0.11,0.33861111111111114,positive,1
351,148,1,0,article present approximation genetic algorithm ag solve light diffusion equation murky medium indicated one main advantage ag traditional method elimination noise resulting image however clear due clear quantitative method used determine absence noise imperative author solve problem give sufficient solidity article,317,0.7269,positive,1,0.07864583333333333,0.365625,positive,1
352,148,0,1,paper show application study genetic algorithm solve system equation optical imaging tumor detection followup cancer treatment work well written high level technical detail however explicitly show main contribution sense would appropriate extend introduction section give reader detail main contribution work also include section related section work state art greater detail previous work related proposal author field application genetic algorithm resolution system equation work present novel contribution since several previous work oriented type solution regard image analysis pattern recognition previous work already use genetic algorithm type proposal dourdan would convenient comparison method machine learning widely applied recognition image kmeans pca minorsfigure display series solution ag well number point plotted last paragraph conclusion advantage working heuristic genetic algorithm advantage working heuristic genetic algorithm last paragraph conclusion feasible ag good approximation think change wording understood first reading reference reference work pattern recognition old think updated reference job different technique machine learning applied recognition pattern supervised unsupervised method,1223,0.9062,very positive,2,0.09716666666666665,0.2936666666666666,positive,1
353,149,0,0,article describes simulation result protein fold problem based amino acid sequence general article present several drafting spelling problem eg second paragraph line summary also extensive paragraph usually used make difficult follow idea exposed eg second introductory paragraph artificial neural network section figure eg require higher resolution however well explored problem review state art related work limited result presented image molecular structure performance metric description abstract formal notation algorithm used appropriate,543,-0.8658,negative,-1,-0.047802197802197785,0.3558608058608058,negative,-1
354,149,2,0,conclusion change paradigm current development application focused area question asked longer folding protein performed improve way applying rule meckler conclusion clear lot work going forward example question remains open simulation improved way amino acid sequence conclusion based experimental result used theory drawn,322,0.8807,positive,1,0.05,0.4208333333333333,positive,1
355,150,-1,0,work present evaluation three system videoconferencing software evaluation carried taking reference existing model quality work interest community requires improvement recommended improve following aspect avoid possible bias evaluation recommended use several evaluator one clearly justified choice three system assessed market improvement style writing example inconsistency use reference observed numerical name format used p table placed appendix summary reference usually placed,482,0.946,very positive,2,0.025000000000000005,0.375,positive,1
356,150,0,0,article present proposal model evaluate quality software product video conferencing based open source matter interest proposal element interest article present opportunity improvement addressed acceptance contentthe background section provides little information section recommended briefly explain theoretical sustenance base investigation used several occasion mentioned metric also defined point reference seen detail reader interested addition page indicated metric page said conclusion highlighted suggest section algorithm apply quality model supported diagram represent algorithm example flowchart activity since text somewhat confusing allow easily understand proposed algorithm clear value table determined clear model applied percentage table calculated table extensive cause reader miss bit analyzed context suggest separating different table separating table category table characteristic formatin section methodology say object defined think say objective defined name figure present error say caliad instead qualitythe abstract english incorporate everything say spanish version nothing metric indicatedthe format bibliographic reference indicates numera according order appearance article part reference jump item mentioned reference section never referenced article text page error format reference must numbered format appears basili et al,1356,0.9738,very positive,2,-0.02354166666666667,0.32166666666666666,negative,-1
357,151,-2,0,work carry review type open data chile although job must taken considerable time see direct contribution line research congress hand future work indicated conclusion developing tool allows visualize data active transparency interesting sure contribution current contingency country,281,0.872,positive,1,0.13333333333333333,0.4829861111111111,positive,1
358,151,1,1,open data chile paper analyzes general way issue acquired real relevance government worldwide data open problem addressed article adequately supported need exist provide data ass transparency public interest investigation carried main governmental web platform chile objective stated author establishes state open data chile presented diagnosis made main site tool provided state improve transparency enhance citizen participation bibliographic review relevant subject rather general model used measure quality data web chosen without justifying analysis establishes efficiency compared model revision concept open data minimal present review carried issue addressed different country result obtained author deepen concept open data government level transparency public interest better support division literature methodological aspect work focus using model describing general classification done based model although methodological approach appropriate clearly associated subject present proposal evaluate research question hypothesis tested diagnosis basic general four variable allow classify platform author also establish categorization study subject government chile mentioned four platform total platform government sense refer central service transversal platform since analyze local government time work based use diagnostic model already validated literature however application limited opinion allow generalization entire government contribution work important present relevant information process reaching open government however generalization result questionable since limited four variable four website conclusion main contribution article clearly reflected author suggested improve including aspect relevant subject matter evaluated website contribution study open government chile recognize limitation study formal aspect work satisfactory congress,1866,0.9686,very positive,2,0.05963203463203461,0.4182359307359306,positive,1
359,152,1,0,review wording document several place say based based type error page subtitle motion model say measurement model think refers model measurement stimo convenient highlight advantage proposed model attractive indicate difference respect reference cm considerable deviation also indicates within disadvantage acceptable work real application useful,346,0.8442,positive,1,0.28,0.35,positive,1
360,152,1,0,work give expected result creates structure research would suggest addition compass use radio wave improving localization wifi indoor gps outdoor addition low cost platform market used study example ardupilot similar system unable see clearly enough paper use camera algorithm environment setting etc used following robot figure seems camera trajectory worse calculated odometry perhaps due orientation error opinion clear reading finally would suggest think possible feedback ekf result odometry order reduce error,515,-0.1027,negative,-1,-0.09318181818181817,0.5053030303030304,negative,-1
361,153,2,1,interesting article present develop mobile robot use beach cleaner comment design think interesting define dimension collector storage comparison know capacity cleaner page first paragraph typo mistake found,207,0.6597,positive,1,0.3125,0.3333333333333333,positive,1
362,153,2,1,field application utilization good necessary contributes robotics use vision necessary incorporate current computational vision technology detection object optical flow perhaps case feasible use twoview technology successive image content quite clear must improve following page summary title english need write summary title spanish portuguese page present related work although present reference make presentation related work page accurately indicate detects plastic bottle obstacle instead placing popular lena would interesting place detects plastic bottle object edge detector us page reference current optical flow work indicated page result necessary measure effectiveness collection object speed cleaner work work item page structural robust achieved data enable asserted page idem paragraph present effectiveness computational vision technology contributes avoiding obstacle detection collection understood present achieved present data conclude,955,0.9456,very positive,2,0.11499999999999999,0.38583333333333336,positive,1
363,154,2,1,• recommended change word catstars title • spelling problem example agile first paragraph introduction english inclusion exclusion criterion section • recommended always write third person text spanish • page article blank background • article clear structure easy read • process followed systematic mapping initially shown result displayed orderly manner step executed • recommended change figure spanish language case possible • interesting relevant topic scientific business community addressed scope achieved consistent type product requested infonor event,560,0.7717,positive,1,0.1738095238095238,0.3535714285714286,positive,1
364,154,2,1,paper present study status technique method corpus research offer treatment requirement agile environment theme totally current agree author little done yet field exploitation however two comment would like pas reviewer first clear done systematic review literature formally justification offer seem convincing hand would like developed future work good job clear learned put practice future research,400,0.9627,very positive,2,0.171875,0.4083333333333332,positive,1
365,155,1,0,work exploratory proposal made adaptation profile technique construction software requirement job extension previous job recommended improve aspect manuscript describe detail previous work writing based mention difference new content consistency term requirement requirement page term requirement used far possible maintain term spanish add accent long refers correct lo final page ref add accent compare page correct four final page correct text alignment first paragraph column first paragraph second column first column,522,0.5719,positive,1,0.04638694638694639,0.4759906759906759,positive,1
366,155,2,0,article focused technique requirement education general comment phrase subject verb type necessary put comma subject eg introduction section software requirement education background software engineering discipline regard table would appropriate author put row table order list couple question arise contextual situation project built padlock although imagine similar process build adequacy profile technique key put graph technique dimension flat way could clarify sentence example indicate dimension number indicated table example see clearly graph figure factor figure,571,0.7096,positive,1,0.03240740740740741,0.5083333333333333,positive,1
367,156,-1,0,article describes comparison two tool used big data application content followed without inconvenience follows logical order however following shortcoming identifiedthe test performed based reduced size data set graph contravention fact used compare tool used big data test case solution requires lot computation example big data inferred fact dataset graph vertex node conclusion stated detected chile level knowledge regarding problem generated big data meager based two reference work support statement national market survey could,534,0.5283,positive,1,-0.049999999999999996,0.25,negative,-1
368,156,2,1,article properly written except accent issue implement use tool used well implemented algorithm properly described criticism implementation one carried single machine probably due problem resource something take away merit fact considering talking technique designed used distributed form maximum use spite think wellpresented valuable work discussion limitation hadoop v giraph whose result interesting know debate field congress,430,-0.128,negative,-1,0.06071428571428572,0.25785714285714284,positive,1
369,157,1,2,important input combination digital imaging geology specifically identification fracture pozos image novel contribution opinion fundamental contribution work proposal automatic method identification baseline parameterization fracture based image processing technique voting process implemented hough transform observation included attached file,344,0.4767,positive,1,0.2,0.5,positive,1
370,157,0,1,work show proposed procedure automatic identification fracture well image methodology innovative interesting article show methodology well good wording metric added measure effectiveness algorithm work presented infonor current wording although true good present small error previous article therefore must review although show metric measure result indicated effective system compared one used must improve figure metric displayed figure left distinguished reference figure included text,488,0.9623,very positive,2,0.26666666666666666,0.4651515151515152,positive,1
371,158,0,0,article present assessment genetic algorithm technique online reverse engineering software product work focus presenting explaining detail engineering software product line ilps application reverse engineering paradigm explanation associated ilps rcomer engineering detailed introduction article even reverse engineering two definition given concept however section reference genetic algorithm also part work general work interesting lack high innovative impact respect work associated genetic algorithm result evaluation section detail result table displayed however discussion explanation result given paragraph clearer explanation meaning column table corresponding result would expected reference section reference set definition would expect reference similar job perhaps could include section related work minor generally recommended review wording sentence example recommend revising last sentence summary another example acknowledgment paragraph figure display correctly string lp whiteblack print page penultimate paragraph previous paragraph blank line table larger source format apparently rest article,1113,0.8834,positive,1,0.08708333333333333,0.39208333333333334,positive,1
