,level_0,translate_eng
343,144,"Comments on the article. In a way: • Problems with the use of initial capital. • Disconformity? It would be better inconformity • Spelling problems. Some words are missing (for example: implantara), and they are left in other words (criteria). You do not have much presentation of these types of errors, taking into account that the word processors have spelling checker. • Articles in Spanish should always be written in third person. • Problems with the reference system.    Background: • Figures 1 and 2 do not contribute to the understanding of the problem and the solution. Please insert only figures that allow a better understanding of the need. • The order to present the information is confusing. First, the theory and preliminary work section should be dealt with in order to have the necessary background and to understand why the construction of a new application is necessary. • In the introduction always the last paragraph must account for the structure of the article. This is missing for the reader to have an overview of the paper. • In the section theory section they mention the definition of CRM, but apparently what they offer as a solution is not an application of this type. This generates confusion in reading. It also seems that they are mixing the definitions with the section where they compare other applications, or which does not favor the understanding of the article. • When you indicate the applications compared it is not clear what criteria were used for your selection. What was reviewed in terms of the specialized literature? • The quality of Figure 3 is not suitable for publication. • Figure 4 and its explanatory label are in different positions. This figure also has quality problems. • The way to show the proposed solution is very confusing. It is worth reorganizing the entire section to first explain the process proposed in the development and subsequently the results obtained. • Taking into account the objective of the article, a model section of indicators of the used extension robs space to more important aspects to deal like for example the usefulness of the application being mobile and has data as the location of the seller. • The title of the work does not suffer from the content. No emphasis was placed on the mobile component that was apparently the greatest goodness of the app. • The statistics section does not connect with the rest of the content, and no explanatory legends are used to achieve this connection."
344,144,"The article deals with a simple job of developing an application to generate management indicators for a company and presents no contribution from the scientific point of view.  It has problems adjusting to the requested format and presents many misspellings, punctuation and writing errors.  The title is not in line with its content, it does not describe anything about the mobile platform.  The bibliography is very vague, in some cases simple web addresses, in addition it does not conform to format."
345,145,"SUMMARY: This work presents/offers a mobile web application that allows, through a Geo-Localization of the device, to create a crime map in the city of Lima, Peru.   GENERAL ASSESSMENT: The document does not follow the structure of a scientific article and does not appear to follow the format of INFONOR either. In addition, the work presented seems more like an engineering work than a scientific one. Although this mobile web application might be interesting, it should be mentioned does not offer any URL where (com) test the presented application.  Section 2 should discuss related work and some concepts, but in the middle of this section, part of the proposal is described. In addition, the work defines in almost a column that is crime using extensive citations (""..."").  The discussion section of experiments and results are not described experiments or results (the latter are described but not discussed), only a few facets/screens of the application are shown. Also, it justifies the use of Android via a very long quote (""..."").   MINOR DETAILS:-The abstract in English can be upgradeable, starting with removing the first word from the paper. The abstract could be written in Spanish. -The format of the document does not follow the INFONOR standard, especially with the margins,-In some parts of the document, you can observe the word ""thesis"" and not article. In other parts of the text, the word ""ponence"" can be observed. -Figure 1 does not contribute in almost anything to the document. -After each title, it can be observed "":"" that is not necessary. -Section 2 uses excessive quotes ""...""-Section 2.2 talks about types of crime, but in the sub-titles of this section says ""Analysis""-The title of section 2.3 clashes with the text of the left column-Table 2, which mentions applications, is not evaluated."
346,145,"The article presents the development of a mobile application to make complaints, warn of a criminal act and create a map of the crime itself. The article requires better writing and improving its technical structure as an article of research. For example, it does not present the summary in Spanish.  Being a software application, your contribution to research is limited. I suggest running to track or business application workshop."
347,146,"The article presents a proposal for Inconsistencies Repair in Data Warehouses using restrictions that have semantic sense. Priority and safe restrictions are proposed, in addition to using previously defined heuristics in ""Repairing dimensions hierarchies under inconsistent reclassification"" for the computation of r-repairs.  The examples used to explain the proposal are clear. The article is well written."
348,146,"It is a difficult job to catalog, it presents a theme usually associated with deductive databases (repair), where there must be rules or restrictions of integrity that have been violated, adapted to the theme of inconsistency produced by new facts in a DW that do not fit correctly to its dimensions. This is normally dealt with in this area by using Slowly Changing Dimensions (SCD), something that is strangely not named in the article.  Still, and assuming that the problem really exists and has applicability, it is presented very superficially, and eventually ends in an informal proposal that is not rigorously described as an algorithm itself. I think it is a proposal that is still in a very early stage and whose problems cannot be convinced as such."
349,147,"Review the wording of the document, in several places it says ""on the basis of"" it must be ""based on"" It is necessary to reference the source of figures 1 and 2. On page 8 the subtitle should be complete ""Smart Agents"" on the same page 8 tilde in consider on page 10 indicate that fuzzy logic is a ""degree of truth"" based approach really is in ""degrees of belonging"" In the conclusion (4) ... and International ...  The work is interesting, I consider that I could have condensed more the information of the first 3 pages, perhaps using a table summarizing all the considerations in the searches."
350,147,"The authors made an exhaustive study on publication related to application of IA algorithms to Supply Chain regarding SCORM level affected, last years trends, future forecast of their use.  I would highly recommend: 1. use of color for better graphics understanding 2. mention names of authors or books, to not begin with references.  I miss a comparison table of efficiency, advantages, disadvantages and uses for all AI algorithms used."
351,148,"The article presents an approximation by Genetic Algorithms (AG) to solve light diffusion equations in murky media.  It is indicated that one of the main advantages of AG over traditional methods is the elimination of noise from the resulting images. However, it is not very clear what this is due to, nor is it clear that a quantitative method has been used to determine the absence of noise. It is imperative that the authors solve this problem to give sufficient solidity to the article."
352,148,"The paper shows an application study of Genetic Algorithms to solve a system of equations in optical imaging of tumor detection and follow-up of cancer treatments.  The work is well written and has a high level of technical detail. However, it does not explicitly show what their main contributions are. In this sense it would be appropriate to extend the Introduction Section to give the reader a detail of the main contributions of the work and also to include in this section (or in a related section of Work or State of the Art) a greater detail of other previous works that are related to the proposal of the authors.  In the field of application of Genetic Algorithms for the resolution of systems of equations, this work does not present a novel contribution, since there are several previous work oriented to this type of solution. With regard to image analysis and pattern recognition, there are previous works that already use Genetic Algorithms for these types of proposals, such as Dourdan, 2015.  It would be convenient to have had a comparison with other methods of Machine Learning that have been widely applied to the recognition of images such as k-means or PCA.  Minors:-Figure 10 does not display the series Solution AG well because of the number of points plotted. -Last paragraph of Conclusions. "" ... the advantage of working with heuristics as the genetic algorithm ... ""should be"" ... the advantage of working with heuristics as the genetic algorithms ... "". -Last paragraph of Conclusions. ""... it is feasible that the AG of good approximation ..."" I think you should change the wording, it is not understood in the first reading. -- References. The references to the work of Pattern Recognition is old 1997, I think there are more updated references and there are more jobs where different techniques of machine learning are applied for recognition of patterns, from supervised to unsupervised methods."
353,149,"This article describes the simulation results of the protein fold problem based on an amino acid sequence.  In general, the article presents several drafting and spelling problems (e.g., second paragraph, lines 4 and 8 of the summary). Also, very extensive paragraphs are usually used that make it difficult to follow the idea of the exposed (e.g., second introductory paragraph, artificial neural networks section).  Some figures (e.g., 1, 3, 4, ...) require higher resolution.  However, being a well explored problem, the review of the state of art and related works is limited.  The results are presented by images of the molecular structure. Performance metrics and a description in abstract formal notation of the algorithm used are appropriate."
354,149,"Conclusions: "" ... to change the paradigm of the current development of applications focused on this area, the question to be asked should no longer be how will the folding of the protein be performed?, but how to improve the way of applying the rules of Meckler. ... ""  THE CONCLUSIONS ARE NOT CLEAR. THERE IS A LOT OF WORK GOING FORWARD. FOR EXAMPLE: ""... the question remains open about how the simulation can be improved in such a way that the amino acid sequence ...""  CONCLUSIONS BASED ON EXPERIMENTAL RESULTS AND USED THEORY SHOULD BE DRAWN UP."
355,150,"The work presents an evaluation of three systems of videoconferencing software, the evaluation is carried out taking as reference some existing models of quality.  While the work is of interest to the community, it requires further improvements. It is recommended to improve the following aspects: -To avoid possible bias in the evaluation it is recommended to use several evaluators not only one. -It is not clearly justified why the choice of the three systems assessed having more on the market. -There is no improvement in the style of writing, for example, inconsistencies in the use of references are observed, both numerical and name format are used (p. 7). Table 2 can be placed as an appendix, in the summaries no references are usually placed."
356,150,"The article presents a proposal for a model to evaluate the quality of software products for video conferencing based on open source. While this is a matter of interest and the proposal has elements of interest, the article presents some opportunities for improvement that should be addressed before their acceptance.  Content:-The ""Background"" section provides very little information to be a section as such. It is recommended to briefly explain the theoretical sustenance that the base investigations used.  -On several occasions it is mentioned that metrics were also defined, but at no point is there any reference to where they can be seen in details if the reader is interested. In addition, on page 5 it is indicated that they are 73 metrics, then on the page. 7 is said to be 72 and in the conclusions only 68 are highlighted.  -I suggest that the section ""Algorithm to apply the Quality Model ..."" is supported by some diagram to represent algorithms, for example, a flowchart or activities, since the text is somewhat confusing and does not allow to easily understand the proposed algorithm.  -It is not clear how the values of Table 4 were determined.  -It is not clear how the model was applied, how are the percentages of Table 5 calculated?  -Tables 2 and 3 are very extensive, which causes the reader to miss a bit of the analyzed context. I suggest separating them into different tables (separating table 2 by category and table 3 by characteristics) Format:-In the section ""Methodology"" says ""... the object is defined ...."" I think you should say ""... the objective is defined ...""-The name of Figure 1 presents an error. Says ""Caliad"" instead of ""Quality""-The abstract in English does not incorporate everything that it says in its Spanish version (nothing of the metrics is indicated)-The format of bibliographic references indicates that it is numera according to the order of appearance, and in the article is part by reference 6, after 6 jumps to 13.  -There are items mentioned in the references section that are never referenced in the article text.  -On the page. 7 there is an error in the format of references, it must be numbered format, and here it appears "" (Basili et. al., 2001)"
357,151,"The work carries out a review of the types of open data in Chile, although it is a job that must have taken a considerable time I do not see a direct contribution to the lines of research of the congress.  On the other hand, the future work indicated in the conclusion on developing a tool that allows to visualize the data of active transparency if it is interesting and will be of sure a contribution above all in the current contingency of the country."
358,151,"The Open Data of Chile This paper analyzes in a general way an issue that has acquired real relevance in the governments worldwide, the data open.  The problem addressed by the article is adequately supported by the needs that exist to provide data to assess transparency and public interest. An investigation is carried out to the main governmental web platforms in Chile. The objective is stated by the author and establishes that the state of the open data in Chile is presented and a diagnosis is made of the main sites and tools provided by the state to improve transparency and enhance citizen participation. The bibliographic review is relevant to the subject but rather general. The model that is used to measure the quality of data on the web is chosen without justifying through an analysis that establishes its efficiency compared to other models.  The revision of the concept of open data is minimal and is not present in the review carried out as this issue has been addressed in different countries and the results that they have obtained. The authors should further deepen the concept of open data at the government level for transparency and public interest and better support this division in the literature. The methodological aspect of the work focuses on using the 5-star model and describing a general classification that is done based on this model. Although this methodological approach is appropriate and is clearly associated with the subject, it does not present proposals to evaluate (research questions or hypotheses to be tested). The diagnosis is basic and general from a four variables that allow to classify each platform. The author should also establish a categorization of what the study subjects are (the government of Chile is mentioned but they are only four platforms of the total of platforms that the government has). In this sense it should refer to central service transversal platforms (since it does not analyze local governments at any time). This work is based on the use of a diagnostic model already validated in the literature. However, its application is limited and in my opinion it does not allow generalization for the entire government.  The contribution of the work is important as it presents relevant information in the process of reaching what is the open government. However the generalization of their results is questionable since it is limited to four variables and four websites. In the conclusions, the main contributions of the article are not clearly reflected and the authors are suggested to improve them by including aspects relevant to the subject matter evaluated (the websites), the contributions to the study of the open government in Chile, and to recognize the limitations of this study. The formal aspects of the work are satisfactory for the congress."
359,152,"Review the wording of the document, in several places it says ""based on"" it should be ""based on"" Type 3 error on page 4 before the subtitle ""Motion Model"" says of the measurement model, I think it refers to the model of measurement Stimo convenient to highlight what are the advantages of the proposed model, as this is not attractive indicate a difference with respect to the reference between 7 and 5 cms, this is a considerable deviation. It also indicates within the disadvantages that it is not acceptable to work in real applications. But is it so that it is useful?"
360,152,"This work gives expected results and creates a structure for further research. I would suggest in addition of compass the use of radio waves for improving localization (WiFi for indoor and GPS for outdoor). In addition, there are some low cost platforms in the market that can be used and study, as for example Ardupilot or other similar systems. I was unable to see clearly enough, in the paper, the use of the camera; algorithms, environment settings, etc.; used for following robot. In Figure 7, it seems that camera trajectory is worse than that calculated with odometry, perhaps due to orientation error, but in my opinion it is not very clear during reading. Finally, I would suggest think if is it there some possible feedback of EKF results to odometry in order to reduce its error."
361,153,"This is an interesting article, present develop of a mobile robot use as beach cleaner.  I have 2 comments about the design, I think will be interesting define what is the dimension of collector and storage comparison for know what is the capacity of this cleaner.  In page 2 in the first paragraph a typo mistake was found."
362,153,"The field of application utilization is very good and necessary, so it contributes to robotics. In the use of vision, it is necessary to incorporate more current computational vision technologies than the detection of objects by optical flow, perhaps in this case it is more feasible to use two-view technology with successive images. Its content is quite clear.  You must improve the following: Page 1 Summary and title: If you are in English, you need to write the summary and the title in Spanish or Portuguese Page 2 Does not present related works, Although it presents references, does not make a presentation of related works Page 3 Does not accurately indicate how it detects plastic bottles or obstacles Instead of placing the popular Lena, it would be more interesting to place the as it detects plastic bottles or other objects with the edge detector that it uses.  Page 3 The reference [10] There are more current optical flow works to the indicated Page 6. In the results, it is necessary to measure the effectiveness of the collection of objects.  At what speed the cleaner works .. There is no more work on this item. Page 6 Structural Robust achieved No data to enable this to be asserted. Page 7 Idem paragraph 2 Do not present the effectiveness of computational vision technology or how it contributes to avoiding obstacles, detection and collection. That is, it is understood that the present can be achieved, but it does not present data to conclude that."
363,154,"• It is recommended to change the word 'catstars' in the title • Spelling problems. Example: Agile (first paragraph of the introduction), English (inclusion and exclusion criteria section) • It is recommended always to write in third person for texts in Spanish. • Pages 6 and 8 of the article are blank.  Background: • The article is clear in its structure and easy to read. • The process followed for the systematic mapping is initially shown and then the results are displayed in an orderly manner when each step is executed. • It is recommended to change Figure 2 to the Spanish language, for cases where possible. • An interesting and relevant topic for the scientific and business community is addressed, and the scope achieved is consistent with the type of products requested for the INFONOR event."
364,154,"The paper presents a study of the status of techniques and methods that the corpus of research offers for the treatment of requirements in agile environments. The theme is totally current and I agree with the authors that there is little done yet and it is a field of exploitation. There are, however, two comments I would like to pass on to the reviewers. The first is that it is not clear why they have not done a systematic review of the literature more formally. The justification they offer does not seem convincing to me. On the other hand, I would like to have further developed the future work. After a good job it is not clear to me that they have learned to put it into practice in their future research."
365,155,"In this work, an exploratory proposal is made on an adaptation profile of techniques for the construction of software requirements. The job is an extension of a previous job.  It is recommended to improve some aspects of this manuscript as they are: -To describe in more detail the previous work on which this writing is based and to mention the differences and new content. -Consistency between the terms requirements and requirements, on the page. 3 the term requirements are used. -As far as possible to maintain terms in Spanish. -Add accent to ""only"" as long as it refers to ""only"". -Correct ""Lo"" for ""The"" final pages. 4, after ref. 15., add accent to ""compare"", on the same page, correct ""four"" final page. 6. -Correct text alignment in the first paragraphs of both columns. 10, the first paragraph of the second column should be in the first column."
366,155,"Article focused on the techniques of requirements education. As a general comment, in the phrases of the subject + verb type, it is not necessary to put a comma after the subject (e.g., in the introduction section ""software requirements education, it is that ..."", in the background ""software engineering, it is a discipline ..""). With regard to Table 2, it would be appropriate for the authors to put the rows of the table in the same order in which they list them. A couple of questions arise: How is the contextual situation of a project built? (padlock) Although I imagine it will be a similar process, how do you build the adequacy profile of the techniques? (key) Do you put the graph of the technique by dimension in a flat way? If they could clarify with any sentence. For example, indicate that the dimensions have a number (indicated in Table 4 for example), and then see clearly the graphs in Figure 4. The same for the factors and Figure 3."
367,156,"The article describes a comparison of two tools that are used in big data applications.  The content will be followed without further inconvenience and follows a logical order.  However, the following shortcomings were identified:-The tests performed are based on a reduced size data set (graph), in contravention of the fact that it is to be used to compare tools that are used with big data. -The test case for your solution requires a lot of computation, but it is not an example of big data. This is inferred by the fact that the dataset is a graph of 31 vertices and 82 nodes.  -In the conclusions it is stated that it was detected that in Chile the level of knowledge regarding the problems generated by big data is meager. This is based on two references, but there is no work of its own to support this statement, as a national market survey could be."
368,156,"The article is properly written, except for some accents issues (will implement, use, ...) The tools used, as well as the implemented algorithms are properly described. The only criticism is the implementation of the same ones, carried out in a single machine (probably due to a problem of resources), something that takes away merit from the fact, considering that we are talking about techniques designed to be used in distributed form (where it should be its maximum use).  In spite of the above, I think it is a well-presented, valuable work in the discussion of the limitations of Hadoop vs Giraph, and whose results are interesting to know and debate in the field of the congress."
369,157,"There are important inputs, the combination of digital imaging in geology and specifically in the identification of fractures in Pozos images is a novel contribution (in my opinion).  A fundamental contribution to the work has to do with the proposal of the automatic method for the identification of baselines and parameterization of fractures, based on image processing techniques and a voting process implemented through the Hough transform. Further observations are included in the attached file."
370,157,"This work shows the proposed procedure for the automatic identification of fractures in well images. The methodology is innovative and interesting. The article shows the methodology well and has good wording. Metrics were added to measure the effectiveness of the algorithm.  This work was presented at INFONOR 2014 and the current wording is the same, which although it is true is good, presents the same small errors as in the previous article. Therefore, you must review it again.  Although it now shows metrics to measure the result, it is not indicated how effective this system is compared to the one used before.  You must improve the figures 12 and 15, where the metrics are displayed. Figure 2, left is not distinguished. A reference to Figure 11 is not included in the text."
371,158,"The article presents an assessment of genetic algorithm techniques for online reverse engineering of software products. Most of the work focuses on presenting and explaining in detail the Engineering of Software Products Lines (ILPS) and the application of Reverse Engineering on this paradigm. The explanation associated with ILPS and Rcomer Engineering is detailed in the Introduction of the article, even for reverse engineering more two definitions are given for the same concept. However, in the same section there is no reference to Genetic Algorithms which is also part of this work.  In general, the work is interesting but it lacks a high innovative impact with respect to works associated with Genetic Algorithms.  In the Result and Evaluation section, a detail of Results Tables is displayed, however the discussion and explanation of results is only given in 1 paragraph. A clearer explanation for the meaning of each of the columns in the table and corresponding results would be expected.  In the references section there are 3 references [11], [12], [13] to set a definition, you would expect to have more references to similar jobs, perhaps you could include a section of Related Work.  Minors. -- It is generally recommended to review the wording of some sentences. Only as an example do I recommend revising the last sentence of the Summary. Another example is the ACKNOWLEDGMENTS paragraph. -- Figure 2 does not display correctly the string ""With LPS"" in White/Black print -- On page. 8 penultimate paragraph is a ""."" which is from the previous paragraph on a blank line. -- Table 2 has a larger Source format and apparently other than the rest of the article."
372,158,"The document describes a way to apply current computer engineering techniques to the problem of software product lines. The document is well explained, but it is considered necessary to deepen the results and the evaluation. The work described is interesting since it applies Genetic Algorithms to a particular problem, but it has no innovative impact on the domain. It is recommended to review the wording (in general) of the document."
373,159,"This work shows an interactive visual environment for exploratory analysis of models in data mining. There is a work called 'Increased decision tree model using self-organized maps', accepted in 2014 in Ingeniare magazine, which shows a methodology very similar to the proposal in this work.  In this regard, this work has figures from the previous work that are not mentioned. In fact figure 1 of this work presents it graphically different from Figure 1 of the work of Ingeniere, being the same model. Even though the surveys appear to be applied to different students (it is not specified), the results and phrases are very similar to the previous project.  Therefore, the contribution or difference of this work must be specified with the previous one with much more clarity, if it exists."
374,159,"The article is interesting, it covers in depth many terms. Some observations are:-They must be between 5 and 10 keywords. -Change word ""intonro""-Remove accent to ""this mode""-Do not use color according to instructions of papers Infonor-Change word ""Dendrogram""-Review ""perform a paneo"""
375,160,"The article is especially valid as a data center implementation guide. Its theoretical level is not relevant, however its applicability makes it interesting.  The article is well written and documented.  It should be stressed that this is a case and this case is fully developed in accordance with the proposed TIA rules as a reference."
376,160,"The work is an excellent guide to implementing a very well written DATA CENTER, where it uses bibliography and knowledge of manuals and books, lacking specialized literature. It is an applied research, original and a very interesting application in a company.  Suggested Improvement: A section of related jobs is missing. Also, measure the degree of effectiveness of its implementation, in a section of analysis of results and tests."
377,161,"The article is interesting, both in the application of the theory of control and mobile robotics. requires a complete review of writing, spelling and punctuation.  Attached the revised file with some annotations to improve the presentation, however the authors should review the document completely."
378,161,"this paper applies an advanced algorithm to gait control, but is seems that more explanations are needed for a clearing understanding and comparison with other traditional algorithms. It depends on two another papers for its complete understanding. The math is very well stated but I was unable to see the advantages or purpose of that math regarding gait control. Also, it is not clear for the reader how fast or slow is the calculation time regarding task time."
379,162,"Background observations: The navigation control of mobile or aerial robots is currently an interesting research vein, merit of the work presented, especially if the UAV has incorporated an arm which modifies its dynamics making its control more complex.  The work has the title ""Control of a mobile manipulator based on a quadrotor with an end effector type pincer"" and in its summary on the first line indicates ""This work describes the design and control of a mobile manipulator based on a quadrotor robot and a final effector type coupled"", in effect the article describes the structure and design of the UAV with a manipulator of two degrees of freedom incorporated, however the results presented at the simulation level, show only the control of navigation of the same and not the control of the final effector.  At the end of the conclusions paragraph it is stated ""how future work will be implemented by the controller in the designed mobile manipulator system"".  It is mentioned that the control used is one of type PD (ec. 9, it should be reviewed) this decision should be justified.  Form observations: Improve the legibility of the figures. Review text and correct grammatical errors, cut words at the end of a line, etc."
380,162,"The work is interesting, relevant. In particular the proposed control scheme. The following corrections are suggested: 1. The abstract (Spanish) and the abstract (English) present some minor differences. It is suggested to correct for both texts to express exactly the same. The same goes for keywords and keywords.  2. In Spanish, the scripts for separating words have spelling rules: the script must not separate the letters of the same syllable.  3. The equation (2) must be referenced in the text.  4. On page 3, second column: ""... is the control signal to designate, ..."". It is not ""to designate"" but to ""design"". Likewise: ""... feedback from states that ..."": It would be rather: ""... feedback from states such that ..."". 5. On page 4, first column: ""Engines will be used ..."", add tilde.  6. On page 4, figure 5: to correct the legend ""CONTROL SEUNDARIO"" to the corresponding block interior.  7. On page 4, second column: ""The sensors used in the gripper are resistive sen-sors, one of rotation to measure the artivulation of the arm"", resistive (coherence of number), articulation (typographical error). ""... from Texas Instrument to read ..."" It's Texas Instruments. Clarify the term ""calculating control"".  8. On page 5, second column: Figure 9 is referred to when it should be 8.  9. On page 6, first and second column: ""... is the output of the wrapper [?]."" Clarify the question mark. ""... in the diagram of the Figure."" What figure? In figures 10 and 11 it should be consistent with the term used: STA instead of ""AST"". 10. On page 7, first column: ""resultis"", ""compoara"", omission of the point at the end of the paragraph, ""the result"", ""In Figures 15, 15 and 16"". Add two or three paragraphs to discuss these three figures.  11. In the conclusions: interogante, was the implementation of the PD at the level of simulation or was the quadrotor really controlled? Clarify.  It is suggested to perform a complete revision of the text to make minor corrections: space after a comma, tildes, separation of words with dashes when it is passed from one line to another, separation between words, etc."
381,163,"The authors follow the methodologies SEMMA and CRISP-DM for the development of the project. Throughout the paper, the authors describe the phase of the methodology, the work done and the results obtained in this phase, except in the data mining phase (and clustering) that the authors postpone the description of the work and the results to section 5 of the paper. This makes the paper's structure not entirely clear.  Another thing, is the simplification of the variables to be taken into account when making the process of data mining, since it would have to take into account other aspects relating to the client, to the receiver, ..."
382,163,"The article deals with a data mining process aimed at describing groupings for the analysis of asset washes in the banking sector. It uses the CRISP-DM process as a methodological reference and follows it with some dedication.  As for the fund: it details too many aspects that relate to the descriptive part of the financial issue and the bank in particular where the development of the work is circumscribed. It also emphasizes obtaining the minable view that is fine, but neglects the generation of the data mining model, specifically not showing the clustering model, nor the levels of coverage and confidence in each regala of each cluster, does not perform a statistical analysis on the patterns and also does not observe a validation of the model and patterns obtained. The latter is the greatest weakness of the job.  In reference to the form: there are many errors of spelling and writing, excessive the length of some paragraphs and drafting of some topics that should be summarized, also written in fourth person and in some parts in future time, should standardize the wording to 3era person and time present, except in the conclusions that can occupy time spent. Exceeds the nro. of pages set as maximum. Finally, there is little bibliography (only 4) and not the references on either side.  It is an article that can be accepted but requires a deep reordering in terms of form, and fundamentally in relation to the data mining model, its analysis and thorough evaluation, as well as its results."
383,164,"In this work, a systematic review of the literature on the topic of software requirements management is carried out in small companies.  The work is relevant to the community given the limited information on this subject. As minor corrections it is recommended to work more the section of results adding the synthesis of the review as well as to discuss the results according to the research sticker raised, finally it is recommended to remove the reference that appears in the summary."
384,164,"As for the general aspects, three things: 1) the authors should be consistent with the nomenclature used: mainly requirements vs requirements: please use only one of the two denominations, but do not mix at your whim. 2) Second, small settings (small environments) vs small and medium enterprises. If they go to the definition given by the SEI, they will see that it is not the same, with the concept of small setting being wider. In this case I think the authors are referring to small businesses. 3) As a third comment, general, review the punctuation marks, very long sentences. In the summary, the authors indicate that they will offer a work proposal for small environments. I do not find that proposal for work on the article. Also, it is better not to put references in the summary. In the introduction, second paragraph, appears ""since it allows to guarantee DESDE ..."" is expected a EVEN SUCH THING ... In the systematic review process section, it is not necessary to do a subsection, it does not make much sense to split one thing into a single section. In the phase grant of the systematic review, they first say there are 3 steps and then call it phases. Which of the two is??? The names given to the phases do not match those of the following sections, nor do they match those of Figure 1. Figure 1 does not provide anything. In the planning section, words like ""over"" are not very valid in the written language. Equally in the planning they include paragraphs that justify the because of the SMEs, this is already out of context here. They also indicate that the objective of the review is to find models, methodologies, proposals or processes related to the management of requirements. Well, because this is what you expect to get in the results of the systematic review, and this, it does NOT appear just (only a list of methodologies appears and little more). They also mix improvement of software processes, with improved requirements management. They then indicate that the results are measured by number of proposals ... when they have previously said something else. The sections of the review do not faithfully follow those of Kitchenham, and Biolchini. Also in the ""search string"" part appears ""is that"", which in the written language does not remain well. The list of sources, why does it appear in the search string grant? In the review part, Table 3 and Figure 2 are redundant, if one more column is added to the table, indicating the corresponding percentage, we have the same effect. In the Review part, CANNOT DECIDE TO INCLUDE ONLY THE TOP 20, so that we do the systematic review? ??? Equally a single grant? ??. What are the 20 items you selected? Where are they referenced? It also goes with Figure 4 and Table 4. Regarding the results, it is assumed that the references 18 to 29 are the primary articles??? In these results they only indicate justifications regarding the management of requirements, but nothing relative to what they indicate in the objective of their systematic review. Based on a reference of the year 2007, the 24, indicate that no fairy that treats the management of requirements in small enterprises. He indicated only a doctoral thesis of the UfM of November 2013, titled Metamodelo for the improvement of the process of requirements management, whose author is Ariel E. Serrano Rico and Director José A. Calvo-Manzano, so that they see that there are things about requirements management. This is also the only place where they indicate a series of methodologies.  This is assumed to be one of the expected results, only appears in two lines of the results section. It then adds a number of key factors, and conditions that seem to appear on their own, without any reference and which are not the target that the authors say about the review they have done."
385,165,"The article is easily read, especially in its first half. Then there are writing and writing errors that affect the understanding of what was done (PostgrSQL instead of PostgresSQL, with has instead of contains, ...). In addition, steps are detailed, which fall into irrelevant details, such as to indicate what should be installed such or which tool, without entering into the really important aspects, especially in the implementation of the middle coupling (where, it is not detailed that it was implemented at the level of the SABD and that at the external level). The most critical thing is the use of two SABDs (PostgreSQL for weak coupling, and Oracle for medium and strong couplings) in experimentation, this makes it very questionable the comparison that, they no longer only have the implementation of the algorithm as an independent variable, but also the SABD to use.  In this way, I think that the work is worthy of being presented, in order to show, in particular, the different alternatives of integration of data mining algorithms with Systems of Data Databases."
386,165,"The article shows the empirical results of the integration (coupling) of the apriori algorithm into a SGBD.  They indicate that the work exhibited is based on the work of Agrawal & Shim, this work is of the year 1996, in this respect no more recent works? , Can you pick another more recent job? Why pick this job? Why this approach?  In the introduction there are missing references that allow us to base the work as a contribution a little closer to something scientific. For example "" There are some focused research "" ... which ones?  The work is writing rather as a technical experiment, than as a congress article.  The time and effort to carry out the tests are valued."
387,166,"Problems identified:-Figure 7 is not clear in its content. -Figure 5 and 6 do not contribute to the developed work. -The transaction process should be numbered. -Table should be Table, in addition table 2, 3 and 4 are not readable. They should be re-written. -Page 3 the text of the word Samsung is not of the same type of font. -Figure 8 has no title. -The spelling (conclusions) should be corrected and improved.   Background problems:-Paragraph 3.1.2 is not directly related to the problem raised. -The description of the architectures and modalities of the use of NFC does not contribute to the exposed solution. -In section 4.1 is mentioned to the virtual machine Dalvik, however, from the version of Android Lollipop up, it is used ART and not Dalvik. -Table 6 does not provide the developed work. -The developed work uses 8 of 11 pages in introduction and technologies, however, only 1 page is used to show the evidence. -Some indicators are presented, however, there is no evidence of the values obtained. -Figures 10, 11 and 12 show catches of the application? However, the form of application of the technologies in Android is not indicated in detail. -There is no evidence of the application described, in particular from the area of software engineering."
388,166,"This job does a presentation of jobs related to people access control to certain facilities. Describes some technologies that can be used to implement this control. However, it remains in a proposal that seeks to adapt solutions to a local problem. There is a lack of further development of models and theoretical sustenance to present an original solution, which contributes to the advancement in this area. FORM COMMENTS: 1) Indicate the references used in the text with brackets []. 2) Improve the wording of the text, use of connective, prenup, orthographic accents, points, commas, etc. For example: ""The student, simply by bringing the mobile to the book, will receive in his terminal the information corresponding to the text without any intervention."" 3) The title: "" 1. Other Sections. """
